name,years_in_top1000,total_share
MOSSIE,21,0.001229
ADLINE,21,0.001227
VITA,21,0.001211
ROSALINE,21,0.001197
MURL,21,0.001163
LES,21,0.001068
RITCHIE,21,0.001056
BARON,21,0.000999
RANDEL,21,0.000989
REFUGIO,21,0.000900
CARNELL,21,0.000735
MAKAYLA,20,0.034928
MIKAYLA,20,0.020635
GAGE,20,0.018091
GIANNA,20,0.015083
JAIDEN,20,0.008260
BRYANNA,20,0.007282
TAMEKA,20,0.006723
DESTINEE,20,0.006414
MIKAELA,20,0.006111
TREVON,20,0.005393
KHALIL,20,0.004967
BREANA,20,0.004751
LONDON,20,0.004451
ASHLIE,20,0.004060
CAYLA,20,0.003986
MISTI,20,0.003962
SHONDA,20,0.003626
SAVANAH,20,0.003615
MAEGAN,20,0.003524
CRISTY,20,0.003147
TAMELA,20,0.003096
KASANDRA,20,0.003074
ILIANA,20,0.002850
INFANT,20,0.002801
DEONTE,20,0.002784
JUDIE,20,0.002763
KALLIE,20,0.002717
AUSTEN,20,0.002656
ROXANA,20,0.002623
SHARONDA,20,0.002559
KENDAL,20,0.002489
DARION,20,0.002357
REILLY,20,0.002355
MELVYN,20,0.002300
TANESHA,20,0.002276
MELLISSA,20,0.002177
CHANA,20,0.002172
MINTA,20,0.001964
QUINTEN,20,0.001927
LORELEI,20,0.001896
GIANCARLO,20,0.001886
JERAMY,20,0.001801
ALEXANDRO,20,0.001768
OTTILIE,20,0.001746
KANDY,20,0.001709
BENJAMAN,20,0.001707
ALETA,20,0.001679
ZEB,20,0.001600
BUTLER,20,0.001547
FRONA,20,0.001493
BIRTIE,20,0.001426
THERESIA,20,0.001423
GAETANO,20,0.001406
NICKI,20,0.001385
ANSON,20,0.001354
LEMON,20,0.001352
JEREMEY,20,0.001345
OKEY,20,0.001330
VINCENZO,20,0.001330
KATHLYN,20,0.001299
ZETTIE,20,0.001234
ELECTA,20,0.001223
CHESLEY,20,0.001175
MARSHAL,20,0.001174
RUTHA,20,0.001152
HERMINE,20,0.001148
DONTA,20,0.001146
HORTENCIA,20,0.001146
ORLAND,20,0.001143
LEONTINE,20,0.001129
BERDIE,20,0.001107
CHALMER,20,0.001104
HERMINIA,20,0.001102
CHIP,20,0.001066
JEANETTA,20,0.001064
LAZARO,20,0.001052
FARRIS,20,0.001047
MALCOM,20,0.001006
CONLEY,20,0.000938
AIDAN,19,0.037502
BROOKLYN,19,0.019596
JAYLEN,19,0.009932
IMANI,19,0.008096
HEAVEN,19,0.007435
CAMDEN,19,0.006879
ELIANA,19,0.005809
HALEIGH,19,0.005309
DULCE,19,0.005229
YASMINE,19,0.004746
SHAINA,19,0.004578
BRYNN,19,0.004520
TISHA,19,0.004292
DIONNE,19,0.004277
NAKIA,19,0.004235
NATALY,19,0.003986
MARIELA,19,0.003501
PHOENIX,19,0.003234
LACI,19,0.003215
SHELLI,19,0.002934
ALENA,19,0.002838
TAWANA,19,0.002746
SHAKIRA,19,0.002661
AMI,19,0.002628
KANE,19,0.002569
FABIOLA,19,0.002551
TALON,19,0.002549
CHIQUITA,19,0.002349
JULI,19,0.002273
RAINA,19,0.002211
MISAEL,19,0.002167
SALINA,19,0.002053
LEW,19,0.001793
TEENA,19,0.001792
CORINNA,19,0.001779
TRENA,19,0.001743
KENYATTA,19,0.001720
BOBBYE,19,0.001652
MILAGROS,19,0.001616
LUCIANO,19,0.001575
MARYLIN,19,0.001498
LUM,19,0.001483
KRISTOFFER,19,0.001444
NEWT,19,0.001435
RUBE,19,0.001430
NONIE,19,0.001402
DARIA,19,0.001336
GENIE,19,0.001321
OAKLEY,19,0.001230
MANNIE,19,0.001199
CLEMENS,19,0.001181
ELIGAH,19,0.001177
MONNIE,19,0.001138
TINY,19,0.001096
ZENOBIA,19,0.001095
DOSHIE,19,0.001091
OLAN,19,0.001086
ELBERTA,19,0.001077
ALLINE,19,0.001069
MARILOU,19,0.001067
WAYMAN,19,0.001066
ELOIS,19,0.001044
JOHNY,19,0.001024
VONNIE,19,0.001014
DIMPLE,19,0.001014
ALBA,19,0.001002
LAVERA,19,0.000999
GIUSEPPE,19,0.000993
ADRAIN,19,0.000955
ONEAL,19,0.000932
BRIEN,19,0.000801
WINDELL,19,0.000800
HARRELL,19,0.000779
ROSENDO,19,0.000769
BRAYDEN,18,0.022015
MCKENNA,18,0.011603
DELANEY,18,0.011511
MAKENZIE,18,0.011301
HAYLEE,18,0.009106
ALEXUS,18,0.008599
TRISTEN,18,0.006675
LAKISHA,18,0.006532
ALAYNA,18,0.005976
CHEYANNE,18,0.005853
CHELSIE,18,0.005763
SAWYER,18,0.005496
FIONA,18,0.005310
JADYN,18,0.005222
BRIA,18,0.004806
ASHANTI,18,0.004221
LAKESHA,18,0.004171
BRIELLE,18,0.003921
KAILEE,18,0.003843
KARLEE,18,0.003635
THALIA,18,0.003612
DAVION,18,0.003475
DENZEL,18,0.003466
CARLEE,18,0.003312
KARLIE,18,0.003246
LATOSHA,18,0.003180
TONJA,18,0.003153
ESSENCE,18,0.003140
GUNNAR,18,0.003111
KRISTYN,18,0.002939
GIOVANNA,18,0.002715
KOLTON,18,0.002692
DILLAN,18,0.002394
IBRAHIM,18,0.002245
RIKKI,18,0.002118
FELISHA,18,0.002003
ADRIANE,18,0.001905
CAROLANN,18,0.001897
MATIE,18,0.001866
TERESE,18,0.001860
JORDEN,18,0.001843
ROXANE,18,0.001830
DAVINA,18,0.001799
CAROLEE,18,0.001732
MARQUEZ,18,0.001586
JEREMIE,18,0.001560
SHAREN,18,0.001559
MITCH,18,0.001552
JAMARCUS,18,0.001545
DORI,18,0.001544
MAT,18,0.001494
SHERIE,18,0.001479
CAROLYNN,18,0.001468
MARYLYN,18,0.001402
RUSH,18,0.001375
JERAMIE,18,0.001372
HILDUR,18,0.001347
CORDA,18,0.001341
WRIGHT,18,0.001317
HELMER,18,0.001309
CORNELIOUS,18,0.001260
PARALEE,18,0.001248
VIVIENNE,18,0.001242
JERED,18,0.001241
LISSIE,18,0.001241
RASHEED,18,0.001173
NEWMAN,18,0.001161
JUNIOUS,18,0.001143
DAGMAR,18,0.001116
KARAN,18,0.001102
LUETTA,18,0.001097
JUDD,18,0.001088
OTTILIA,18,0.001088
MARLEEN,18,0.001070
BERNHARD,18,0.001048
SHAY,18,0.001034
FLETA,18,0.001025
LINNEA,18,0.001019
EVONNE,18,0.000974
BEULA,18,0.000966
LAURENE,18,0.000966
CEOLA,18,0.000964
AUDRY,18,0.000956
MALVIN,18,0.000941
WES,18,0.000935
DELFINA,18,0.000927
ALMETA,18,0.000902
REINALDO,18,0.000717
CADEN,17,0.016658
JALEN,17,0.014767
ASHLYNN,17,0.006326
HAILEE,17,0.005130
JOSELYN,17,0.004591
DEVONTE,17,0.004416
MANDI,17,0.004401
KADE,17,0.004016
AUBREE,17,0.003510
MACEY,17,0.003451
ALYSHA,17,0.003306
SHARYN,17,0.003036
IESHA,17,0.002938
DAQUAN,17,0.002925
KAYLEY,17,0.002838
KAYLYNN,17,0.002830
KIERAN,17,0.002794
LIZETH,17,0.002542
SHANIKA,17,0.002467
KARLEY,17,0.002388
YESSENIA,17,0.002342
CHANTAL,17,0.002321
SHANTE,17,0.002296
KALYN,17,0.002241
LAKESHIA,17,0.002229
SHANTA,17,0.002105
MICHELL,17,0.002093
MISSY,17,0.001971
DIMITRI,17,0.001921
MAVERICK,17,0.001891
BAMBI,17,0.001838
JESSI,17,0.001820
DOMINQUE,17,0.001804
DAWNA,17,0.001798
HARVE,17,0.001747
DEMARIO,17,0.001728
PERLEY,17,0.001695
ZAKARY,17,0.001678
STEPHENIE,17,0.001651
SHANTELL,17,0.001546
BENJAMINE,17,0.001519
FAWN,17,0.001436
LILYAN,17,0.001423
JERAD,17,0.001418
VILMA,17,0.001415
SULLIVAN,17,0.001413
TYSHAWN,17,0.001411
NIKO,17,0.001372
KAROLYN,17,0.001363
LAYTON,17,0.001274
PARK,17,0.001207
EGBERT,17,0.001175
DOLPHUS,17,0.001166
LULAR,17,0.001155
ELINORE,17,0.001149
JUSTEN,17,0.001146
ROBB,17,0.001101
EINAR,17,0.001061
LOVE,17,0.001033
SUZANN,17,0.001012
DULCIE,17,0.000985
ANNER,17,0.000983
WILFRID,17,0.000981
OMIE,17,0.000973
CAESAR,17,0.000952
MARGARETE,17,0.000932
GERTHA,17,0.000932
ELENOR,17,0.000899
THEOLA,17,0.000893
ARNE,17,0.000890
LAURETTE,17,0.000876
DEANE,17,0.000802
ALLYN,17,0.000674
CRIS,17,0.000669
KADEN,16,0.015663
CAMRYN,16,0.008453
KAYDEN,16,0.006283
KASSIDY,16,0.005769
BRITTANI,16,0.005418
LEXI,16,0.005281
HALLE,16,0.004613
ITZEL,16,0.004522
TATYANA,16,0.004274
MARLEY,16,0.004230
SADE,16,0.003692
ROWAN,16,0.003533
KELSI,16,0.003490
KAILYN,16,0.003454
ASPEN,16,0.003415
SHYANNE,16,0.003367
LYRIC,16,0.003007
ALEXANDREA,16,0.002983
HALIE,16,0.002928
JAZMYN,16,0.002792
SHAMEKA,16,0.002791
KALA,16,0.002694
DESTINI,16,0.002649
HANA,16,0.002633
YAZMIN,16,0.002598
LYNDSAY,16,0.002532
JOLIE,16,0.002531
SHAMIKA,16,0.002277
KRYSTA,16,0.002190
ALLYSSA,16,0.002188
KAELA,16,0.002159
ALYSA,16,0.002093
DOMONIQUE,16,0.002090
KOLE,16,0.002027
DARBY,16,0.001892
BREANN,16,0.001890
GERALYN,16,0.001818
SHAD,16,0.001813
NIKI,16,0.001770
LATRICIA,16,0.001755
ADONIS,16,0.001653
SHON,16,0.001644
MAXIMILLIAN,16,0.001561
DANYELLE,16,0.001549
LILAH,16,0.001519
BRANDYN,16,0.001415
SINA,16,0.001288
YOUNG,16,0.001275
MONT,16,0.001273
SUELLEN,16,0.001254
LARKIN,16,0.001227
EINO,16,0.001216
EBBA,16,0.001193
LORINDA,16,0.001170
JOLEEN,16,0.001148
JEVON,16,0.001128
SHIELA,16,0.001127
CASSIUS,16,0.001119
OSA,16,0.001089
SILVIO,16,0.001063
JESSY,16,0.001057
LIZABETH,16,0.001051
GUSTAF,16,0.001044
URIAH,16,0.001033
ZADIE,16,0.001024
LOVINA,16,0.001002
BERTON,16,0.000967
ALGIE,16,0.000939
DEDRICK,16,0.000927
DRUSILLA,16,0.000898
DERWIN,16,0.000895
BLOSSOM,16,0.000895
ODILE,16,0.000888
TOBIN,16,0.000885
LINUS,16,0.000883
DILLIE,16,0.000878
AGGIE,16,0.000863
NANCIE,16,0.000861
DORATHY,16,0.000848
DELMAS,16,0.000840
IZETTA,16,0.000838
BURDETTE,16,0.000834
ATHA,16,0.000785
VERLE,16,0.000778
HERB,16,0.000645
KIT,16,0.000598
DWANE,16,0.000585
AALIYAH,15,0.019748
ALONDRA,15,0.013320
ALIYAH,15,0.009053
MAKENNA,15,0.007952
ZION,15,0.006126
NAYELI,15,0.004901
MADDISON,15,0.004482
MCKAYLA,15,0.004433
BAILEE,15,0.003918
VALENTINA,15,0.003593
JAYLON,15,0.003353
TEAGAN,15,0.003299
HAYLIE,15,0.003219
ISIS,15,0.003122
KISHA,15,0.003047
KENZIE,15,0.002869
SYDNEE,15,0.002809
RIVER,15,0.002715
KATARINA,15,0.002714
DESTINEY,15,0.002683
ALEAH,15,0.002672
KIANNA,15,0.002589
FALLON,15,0.002465
MARLO,15,0.002403
MARLEE,15,0.002283
CARLI,15,0.002254
SHYANN,15,0.002223
GUNNER,15,0.002198
LASHANDA,15,0.002019
LEISA,15,0.001929
KENIA,15,0.001912
REINA,15,0.001857
SHANNAN,15,0.001839
SHALONDA,15,0.001782
MYRTA,15,0.001660
KEVON,15,0.001559
DEBRAH,15,0.001551
DYLON,15,0.001508
MELLISA,15,0.001468
JENNI,15,0.001447
DELANO,15,0.001412
EVETTE,15,0.001410
TRESA,15,0.001390
JASEN,15,0.001345
ANABEL,15,0.001345
KELTON,15,0.001342
DEBBRA,15,0.001339
MINTIE,15,0.001307
DEDRA,15,0.001297
NATHEN,15,0.001287
WHEELER,15,0.001284
PLEASANT,15,0.001273
MELONIE,15,0.001272
LANETTE,15,0.001213
ACE,15,0.001194
BLAISE,15,0.001143
WEBB,15,0.001089
JEDIDIAH,15,0.001086
CHERRI,15,0.001080
WONG,15,0.001064
PLEAS,15,0.001048
DOCTOR,15,0.001031
WILHELMINE,15,0.001020
ELIEZER,15,0.000997
NANIE,15,0.000979
ELDER,15,0.000936
SPURGEON,15,0.000933
PAMELLA,15,0.000926
FERD,15,0.000922
GABE,15,0.000917
LOLLIE,15,0.000910
MERLENE,15,0.000907
BURRELL,15,0.000901
NENA,15,0.000900
CHERYLL,15,0.000895
RICKI,15,0.000891
TIMMIE,15,0.000870
ANSEL,15,0.000869
EWALD,15,0.000868
MAFALDA,15,0.000864
EARLEAN,15,0.000861
MANFORD,15,0.000848
KATHALEEN,15,0.000845
JEREL,15,0.000820
RAMSEY,15,0.000820
ALCIDE,15,0.000814
ALBERTINA,15,0.000811
CHRISTOPER,15,0.000796
WELTON,15,0.000793
GEORGETTA,15,0.000776
MERWIN,15,0.000733
STEVAN,15,0.000695
RAND,15,0.000683
FARON,15,0.000617
DARYLE,15,0.000599
CLARKE,15,0.000565
RANDLE,15,0.000545
AIDEN,14,0.032013
JAYLA,14,0.010437
ZOEY,14,0.009506
SHANIA,14,0.006334
BROOKLYNN,14,0.005588
BAYLEE,14,0.005474
ALIVIA,14,0.005370
SIENNA,14,0.005235
ANNIKA,14,0.005051
EMELY,14,0.004989
MATEO,14,0.004983
TATUM,14,0.004787
LESLY,14,0.004478
KYLEIGH,14,0.004131
RYDER,14,0.004042
TRISTON,14,0.003610
ANYA,14,0.003592
MIRACLE,14,0.003559
KAELYN,14,0.003483
ABBIGAIL,14,0.003392
EASTON,14,0.003230
TRISTIN,14,0.003093
PRESLEY,14,0.003018
JAYCE,14,0.002586
LIZ,14,0.002475
ROHAN,14,0.002376
DALIA,14,0.002281
GREYSON,14,0.002225
CELINE,14,0.002201
COTY,14,0.002150
LATONIA,14,0.002146
GIA,14,0.001995
KAYLI,14,0.001981
AKEEM,14,0.001895
WINDY,14,0.001886
JESSIKA,14,0.001870
KANDICE,14,0.001850
ALIA,14,0.001823
PALOMA,14,0.001820
TAWNYA,14,0.001815
JASMYN,14,0.001772
BRANDEE,14,0.001760
DRAVEN,14,0.001691
TRISTIAN,14,0.001668
ELYSSA,14,0.001653
KARIE,14,0.001649
OMARI,14,0.001630
BREE,14,0.001582
CAMPBELL,14,0.001555
TARIQ,14,0.001517
ISAI,14,0.001473
SEAMUS,14,0.001419
JAMMIE,14,0.001310
CANDIS,14,0.001215
MIGDALIA,14,0.001190
CHARISSE,14,0.001171
SUSANNAH,14,0.001075
ASTRID,14,0.001056
ORANGE,14,0.001052
BURR,14,0.001039
EPHRIAM,14,0.000972
ISHAM,14,0.000960
RUTHE,14,0.000945
THEODOSIA,14,0.000927
BOSS,14,0.000921
COLLIE,14,0.000874
WOODIE,14,0.000860
IVEY,14,0.000858
TALMAGE,14,0.000855
BUDDIE,14,0.000853
LELAR,14,0.000849
GUSTA,14,0.000844
AURORE,14,0.000834
EDMONIA,14,0.000834
PERCIVAL,14,0.000831
NEALIE,14,0.000812
BRITTON,14,0.000791
ORIS,14,0.000786
AUTHUR,14,0.000784
HONORA,14,0.000782
JOYE,14,0.000777
NUNZIO,14,0.000770
CARMA,14,0.000758
LAURINE,14,0.000747
MERNA,14,0.000747
ERLENE,14,0.000745
COLETTA,14,0.000710
WYMAN,14,0.000616
NORBERTO,14,0.000600
BARRON,14,0.000542
DARVIN,14,0.000516
KRYSTLE,13,0.006537
TAMIA,13,0.004164
BRAEDEN,13,0.004096
BRAYAN,13,0.004025
MARQUITA,13,0.003871
MADYSON,13,0.003830
FERNANDA,13,0.003245
BRAYDON,13,0.003107
MAIA,13,0.002986
JAZLYN,13,0.002881
NASIR,13,0.002782
ZARIA,13,0.002716
LEXUS,13,0.002442
CHANDA,13,0.002414
AMANI,13,0.002366
HAVEN,13,0.002363
ASHELY,13,0.002285
MARNIE,13,0.002231
ANSLEY,13,0.002209
TRE,13,0.001968
KESHA,13,0.001961
JACEY,13,0.001916
RYANN,13,0.001864
KESHAWN,13,0.001822
KAYLAH,13,0.001810
ASHLI,13,0.001778
DOMINIK,13,0.001775
KASSIE,13,0.001640
BRYANA,13,0.001624
TAWANDA,13,0.001564
SHAMAR,13,0.001556
KINSEY,13,0.001542
LOTTA,13,0.001519
ASHA,13,0.001465
JAYLAN,13,0.001461
MAIRA,13,0.001445
STONE,13,0.001406
STEFANI,13,0.001398
VENESSA,13,0.001386
KALE,13,0.001334
DARCIE,13,0.001322
KARRI,13,0.001285
SHARA,13,0.001280
MAME,13,0.001258
DALLIN,13,0.001252
MAI,13,0.001243
DESTIN,13,0.001222
LOULA,13,0.001190
LEESA,13,0.001124
KHALID,13,0.001116
BRIGETTE,13,0.001104
JOANIE,13,0.001040
PINKNEY,13,0.000968
TREMAYNE,13,0.000965
ARMINTA,13,0.000963
ROSEANNA,13,0.000939
TYREL,13,0.000899
DESSA,13,0.000897
ETNA,13,0.000894
MANIE,13,0.000877
AURA,13,0.000855
FRENCH,13,0.000853
EBEN,13,0.000842
ASBURY,13,0.000840
FRANCO,13,0.000831
VERGIL,13,0.000819
BASCOM,13,0.000806
ORSON,13,0.000799
AFTON,13,0.000796
HUGHIE,13,0.000794
BIRD,13,0.000793
GLYNDA,13,0.000787
ELIGE,13,0.000785
CALLA,13,0.000785
JERMEY,13,0.000771
FLEMING,13,0.000766
VIRA,13,0.000756
LALA,13,0.000743
DAISEY,13,0.000738
MASAO,13,0.000734
VASSIE,13,0.000728
JEREME,13,0.000725
CAMMIE,13,0.000707
MAIDA,13,0.000701
RENO,13,0.000697
RAYBURN,13,0.000686
REATHA,13,0.000685
KARLENE,13,0.000685
HENRETTA,13,0.000677
MERILYN,13,0.000676
INELL,13,0.000671
JANNETTE,13,0.000658
CHADD,13,0.000656
CLARABELLE,13,0.000654
JOETTA,13,0.000651
BRANDT,13,0.000649
ENRICO,13,0.000643
HARVIE,13,0.000640
PARRISH,13,0.000601
DENTON,13,0.000583
DAVIE,13,0.000556
ELIOT,13,0.000535
MONTGOMERY,13,0.000515
REYES,13,0.000462
SKIP,13,0.000444
MYA,12,0.014178
SERENITY,12,0.008357
CAMILA,12,0.007161
JAXON,12,0.006129
KAMRYN,12,0.005475
KOBE,12,0.005142
LANDEN,12,0.005141
JAYDA,12,0.004781
ANAHI,12,0.004596
RYLAN,12,0.004225
RYLIE,12,0.004129
ADEN,12,0.003989
MADISYN,12,0.003936
SHANICE,12,0.003880
ESTRELLA,12,0.003314
EMILIANO,12,0.003217
DEVANTE,12,0.003193
RAEGAN,12,0.003145
GISSELLE,12,0.003130
MADELYNN,12,0.002996
SAMARA,12,0.002946
BRITTNI,12,0.002569
JAMARI,12,0.002483
NEHEMIAH,12,0.002391
HADLEY,12,0.002267
MACI,12,0.002228
CALI,12,0.002227
MAEVE,12,0.002158
SALMA,12,0.002145
JAIDYN,12,0.001992
KATLIN,12,0.001971
MIREYA,12,0.001889
GIANNI,12,0.001842
SHAYLEE,12,0.001758
DEMOND,12,0.001752
ESTEFANIA,12,0.001736
KEAGAN,12,0.001679
RAYNA,12,0.001654
LUCERO,12,0.001634
CHERISH,12,0.001559
JOANA,12,0.001529
KORTNEY,12,0.001489
MINDI,12,0.001403
PAXTON,12,0.001402
KAYCEE,12,0.001378
TARAH,12,0.001366
KATI,12,0.001365
KANDACE,12,0.001353
CASIE,12,0.001351
LYNSEY,12,0.001333
GIOVANNY,12,0.001302
KRISTAN,12,0.001295
KEANU,12,0.001282
JOVANI,12,0.001278
NASH,12,0.001244
SHERITA,12,0.001210
LADARIUS,12,0.001196
RYNE,12,0.001183
JAREN,12,0.001173
KEYON,12,0.001164
LARAINE,12,0.001148
ABDULLAH,12,0.001122
NIKHIL,12,0.001122
LORIANN,12,0.001101
JUSTYN,12,0.001019
EFFA,12,0.000963
HERNAN,12,0.000917
LORNE,12,0.000893
DEEDEE,12,0.000879
JOHNPAUL,12,0.000852
CORLISS,12,0.000845
MERYL,12,0.000794
LAWYER,12,0.000781
SHERON,12,0.000768
DOLORIS,12,0.000765
LETTA,12,0.000742
ACIE,12,0.000739
MART,12,0.000727
EMMALINE,12,0.000726
GLINDA,12,0.000723
LITA,12,0.000714
ELIGA,12,0.000706
SUSANN,12,0.000694
LELLA,12,0.000689
LEVA,12,0.000684
JULIOUS,12,0.000683
GEARY,12,0.000675
BUENA,12,0.000675
NADA,12,0.000674
NOMA,12,0.000673
CLASSIE,12,0.000671
CHERRIE,12,0.000671
AMMIE,12,0.000669
DELLIE,12,0.000661
MABELL,12,0.000652
PHILLIS,12,0.000647
DORINE,12,0.000629
ALPHEUS,12,0.000620
MARDELL,12,0.000620
CHRISTEEN,12,0.000617
BENSON,12,0.000613
GENNIE,12,0.000613
REXFORD,12,0.000609
TRULA,12,0.000594
ARDELIA,12,0.000581
HARLEN,12,0.000575
BLANE,12,0.000539
SHERWIN,12,0.000507
RODDY,12,0.000436
KATINA,11,0.005161
TEVIN,11,0.004223
DECLAN,11,0.003203
MADILYN,11,0.003117
JAELYN,11,0.003092
TYRESE,11,0.003057
JADON,11,0.002857
WILLOW,11,0.002713
MEKHI,11,0.002588
FELICITY,11,0.002578
ALLY,11,0.002471
JAIDA,11,0.002365
ZOIE,11,0.002322
SKYLA,11,0.002293
DAYANA,11,0.002242
IZAIAH,11,0.002195
AMIRA,11,0.002184
KENNEDI,11,0.002120
CASH,11,0.002053
JOHAN,11,0.001972
JUDAH,11,0.001969
MYAH,11,0.001953
AYLIN,11,0.001920
BRITANY,11,0.001901
ANNALISE,11,0.001891
KESHIA,11,0.001864
ALESIA,11,0.001816
ABRIL,11,0.001804
BRITTANIE,11,0.001759
ABIGAYLE,11,0.001746
JAYCEE,11,0.001655
ALIZE,11,0.001641
BRITNI,11,0.001620
BUFFY,11,0.001599
TANIKA,11,0.001595
BRYCEN,11,0.001539
ARETHA,11,0.001516
KAMRON,11,0.001496
CARIE,11,0.001404
BRIONNA,11,0.001387
MATTEO,11,0.001383
BREONNA,11,0.001377
ALESSANDRO,11,0.001364
KEYSHAWN,11,0.001355
JENELLE,11,0.001327
SUNNY,11,0.001281
EMERALD,11,0.001275
HAMZA,11,0.001269
LINSEY,11,0.001263
SAVION,11,0.001252
LEANDRA,11,0.001230
SHASTA,11,0.001221
RONALDO,11,0.001193
LU,11,0.001179
AUSTYN,11,0.001162
LESIA,11,0.001159
TYESHA,11,0.001136
JESICA,11,0.001136
ADRIEN,11,0.001119
KYLAN,11,0.001085
ERASTUS,11,0.001071
MARNI,11,0.001061
JOVANY,11,0.001005
CARRI,11,0.000992
YOLONDA,11,0.000991
TANGELA,11,0.000984
SHERIDAN,11,0.000979
DARRION,11,0.000967
CARIN,11,0.000950
ROSWELL,11,0.000942
BRANSON,11,0.000912
MACHELLE,11,0.000883
SQUIRE,11,0.000870
SYED,11,0.000846
MEG,11,0.000818
RENEA,11,0.000803
DAX,11,0.000796
TOMIE,11,0.000750
MOE,11,0.000744
FULTON,11,0.000726
ALEXANDRE,11,0.000721
MERRI,11,0.000718
RELLA,11,0.000715
EWING,11,0.000705
TORRANCE,11,0.000702
VENNIE,11,0.000688
DELLAR,11,0.000683
BIRT,11,0.000677
MIMA,11,0.000677
TARIK,11,0.000676
FRAZIER,11,0.000675
SEDRICK,11,0.000666
EDSON,11,0.000665
ISHMAEL,11,0.000662
DOW,11,0.000662
DELILA,11,0.000660
EVALINE,11,0.000659
PARTHENIA,11,0.000658
GLOVER,11,0.000657
BALLARD,11,0.000649
AMMON,11,0.000642
STASIA,11,0.000640
MICKIE,11,0.000633
ULA,11,0.000632
ROLLO,11,0.000625
CAROLYNE,11,0.000620
SCHUYLER,11,0.000618
LINTON,11,0.000616
HIROSHI,11,0.000616
CHADRICK,11,0.000612
FAYETTE,11,0.000606
BULA,11,0.000605
ARLINGTON,11,0.000602
EVALENA,11,0.000602
LASSIE,11,0.000599
MARYLEE,11,0.000591
HERLINDA,11,0.000590
YOSHIO,11,0.000589
ROSANN,11,0.000586
LESLEE,11,0.000584
BEDFORD,11,0.000580
EARTHA,11,0.000571
MARYBELLE,11,0.000555
DERALD,11,0.000554
LANNIE,11,0.000545
GEORGINE,11,0.000540
PRENTICE,11,0.000532
DORMAN,11,0.000508
LINDELL,11,0.000391
KEVAN,11,0.000384
BORIS,11,0.000374
LEVON,11,0.000367
AYDEN,10,0.009948
AMAYA,10,0.007075
LAILA,10,0.005933
CAYDEN,10,0.005514
PIPER,10,0.005063
ANIYAH,10,0.005009
ANIYA,10,0.004576
XANDER,10,0.004029
IZABELLA,10,0.003991
RYLEIGH,10,0.003475
JAXSON,10,0.002717
LIBERTY,10,0.002468
ISABELA,10,0.002424
JAYDON,10,0.002302
LANEY,10,0.002290
SHANIYA,10,0.001853
ARIA,10,0.001791
AIYANA,10,0.001772
JETT,10,0.001747
SHELBI,10,0.001746
ALIYA,10,0.001738
KELSEA,10,0.001716
ARACELY,10,0.001709
EMMALEE,10,0.001696
KARSON,10,0.001629
JAKAYLA,10,0.001601
TOMEKA,10,0.001597
BARB,10,0.001595
SYDNI,10,0.001594
KADIN,10,0.001560
JANAY,10,0.001541
JERRICA,10,0.001451
SAIGE,10,0.001445
BRAIDEN,10,0.001441
CAMREN,10,0.001435
DASIA,10,0.001427
SYDNIE,10,0.001395
JACALYN,10,0.001385
SAVANA,10,0.001381
MEGHANN,10,0.001367
ZINA,10,0.001360
DEBI,10,0.001359
NYASIA,10,0.001332
ABAGAIL,10,0.001326
SARINA,10,0.001309
DAVONTE,10,0.001244
MECHELLE,10,0.001229
TATIANNA,10,0.001202
ARABELLA,10,0.001153
KATERINA,10,0.001149
KORBIN,10,0.001135
KALIE,10,0.001132
HAKEEM,10,0.001130
CASSONDRA,10,0.001116
BRAEDON,10,0.001091
JORDY,10,0.001078
TAWANNA,10,0.001055
GAVEN,10,0.001052
MARIEL,10,0.001046
BOSTON,10,0.001031
MARCELINE,10,0.001018
DILLION,10,0.001008
DEQUAN,10,0.001006
CHARISSA,10,0.000963
SPENSER,10,0.000946
YOSEF,10,0.000944
JALEEL,10,0.000944
DEBBI,10,0.000921
DAISIE,10,0.000916
TAMIE,10,0.000908
CODEY,10,0.000889
REY,10,0.000880
ADRIA,10,0.000868
JONNA,10,0.000816
SUZY,10,0.000812
MENACHEM,10,0.000783
TAVARES,10,0.000762
FONDA,10,0.000694
LAWTON,10,0.000665
SELMER,10,0.000652
SHERRON,10,0.000648
PRESS,10,0.000645
CHIN,10,0.000641
LISE,10,0.000641
ELY,10,0.000629
CATHEY,10,0.000621
NELIA,10,0.000615
TREMAINE,10,0.000606
SAMUAL,10,0.000603
HUMPHREY,10,0.000602
JOSIEPHINE,10,0.000602
OSBORNE,10,0.000598
STEPHANIA,10,0.000596
OLIE,10,0.000572
DOSHIA,10,0.000570
HELMA,10,0.000569
MYER,10,0.000566
LIDIA,10,0.000565
DOVE,10,0.000564
ARNO,10,0.000558
YOSHIKO,10,0.000558
MONTIE,10,0.000544
LEONIA,10,0.000539
ARMIDA,10,0.000535
AVIE,10,0.000530
ELEONORA,10,0.000529
HARLOW,10,0.000525
ARLENA,10,0.000524
JARRET,10,0.000516
JORY,10,0.000515
EVON,10,0.000512
ARLA,10,0.000507
GORDEN,10,0.000499
LOCKIE,10,0.000490
EUGENIO,10,0.000480
KATHERN,10,0.000471
ALVERDA,10,0.000470
TEX,10,0.000402
ROEL,10,0.000377
GAYLEN,10,0.000358
KAIDEN,9,0.004271
MAXIMUS,9,0.003386
ZANDER,9,0.003319
JANIYA,9,0.002853
LUCA,9,0.002812
